fecha;nombre;geo
2020-05-31;Alto Hospicio;[(-70.087788, -20.33663), (-70.03079, -20.314763), (-69.971395, -20.329895), (-69.91303, -20.239082), (-69.891954, -20.058077), (-70.093967, -20.089842), (-70.093967, -20.104028), (-70.102894, -20.127884), (-70.108387, -20.127239), (-70.108387, -20.132397), (-70.102894, -20.140778), (-70.112507, -20.157538), (-70.114567, -20.200719), (-70.118, -20.216829), (-70.116627, -20.231004), (-70.10976, -20.244533), (-70.11388, -20.258061), (-70.11182, -20.267723), (-70.110447, -20.285114), (-70.117313, -20.300571), (-70.118, -20.31345), (-70.107014, -20.330192), (-70.087788, -20.33663)]
2020-05-31;Iquique;[(-70.131647, -20.0583), (-70.131689, -20.05917), (-70.132247, -20.059372), (-70.13289, -20.060017), (-70.133448, -20.059815), (-70.134006, -20.060379), (-70.13568, -20.060984), (-70.136281, -20.06171), (-70.136452, -20.062355), (-70.135594, -20.062032), (-70.134864, -20.062153), (-70.133491, -20.061589), (-70.13465, -20.062959), (-70.134006, -20.063282), (-70.132976, -20.063766), (-70.132118, -20.064532), (-70.132762, -20.065781), (-70.133105, -20.066628), (-70.133234, -20.067071), (-70.133749, -20.067394), (-70.134049, -20.068159), (-70.134221, -20.069127), (-70.133276, -20.069449), (-70.132847, -20.068683), (-70.132161, -20.068925), (-70.131646, -20.070014), (-70.132075, -20.070497), (-70.13156, -20.071223), (-70.130101, -20.0709), (-70.128384, -20.072432), (-70.126925, -20.075012), (-70.126925, -20.076221), (-70.126238, -20.077027), (-70.126324, -20.078398), (-70.127268, -20.08001), (-70.125809, -20.081139), (-70.124436, -20.082267), (-70.123148, -20.084766), (-70.121689, -20.087749), (-70.12229, -20.09057), (-70.122977, -20.092666), (-70.123664, -20.095648), (-70.124865, -20.098631), (-70.126582, -20.102258), (-70.126925, -20.104273), (-70.127268, -20.10661), (-70.128384, -20.108867), (-70.131302, -20.111768), (-70.132676, -20.112574), (-70.133706, -20.114348), (-70.132676, -20.116604), (-70.131388, -20.117249), (-70.130788, -20.119183), (-70.131474, -20.12007), (-70.133362, -20.122246), (-70.133105, -20.124099), (-70.133706, -20.127404), (-70.134907, -20.129982), (-70.135937, -20.132642), (-70.137053, -20.132642), (-70.138255, -20.134173), (-70.137997, -20.138363), (-70.137654, -20.140136), (-70.137826, -20.142634), (-70.139027, -20.142392), (-70.139886, -20.143359), (-70.139971, -20.145132), (-70.141173, -20.146099), (-70.140916, -20.147066), (-70.141688, -20.148114), (-70.142546, -20.149), (-70.143319, -20.150692), (-70.14452, -20.150934), (-70.146151, -20.151417), (-70.147696, -20.151659), (-70.148297, -20.152948), (-70.149155, -20.154721), (-70.150185, -20.155124), (-70.151644, -20.156171), (-70.152245, -20.157783), (-70.152074, -20.159555), (-70.152503, -20.161247), (-70.151644, -20.162698), (-70.152588, -20.163987), (-70.151644, -20.165276), (-70.14937, -20.167653), (-70.148426, -20.168297), (-70.147868, -20.169183), (-70.147052, -20.169224), (-70.146494, -20.169586), (-70.145894, -20.170674), (-70.145636, -20.171923), (-70.144735, -20.172809), (-70.143962, -20.173171), (-70.143405, -20.174178), (-70.143834, -20.175024), (-70.143018, -20.175508), (-70.143233, -20.176273), (-70.142117, -20.176837), (-70.141473, -20.177038), (-70.140787, -20.177159), (-70.140057, -20.177723), (-70.139886, -20.179173), (-70.139971, -20.179858), (-70.139499, -20.180503), (-70.139499, -20.181187), (-70.139843, -20.181792), (-70.139285, -20.182114), (-70.138727, -20.182597), (-70.138598, -20.184007), (-70.138384, -20.184772), (-70.139027, -20.185417), (-70.138341, -20.185538), (-70.138426, -20.186222), (-70.137954, -20.186263), (-70.137868, -20.187028), (-70.138255, -20.187874), (-70.137911, -20.188478), (-70.137396, -20.189404), (-70.137354, -20.190935), (-70.137632, -20.190975), (-70.137675, -20.191257), (-70.137418, -20.191519), (-70.137997, -20.194802), (-70.13877, -20.197742), (-70.1398, -20.199836), (-70.140937, -20.201689), (-70.14289, -20.20032), (-70.143061, -20.200481), (-70.141044, -20.20185), (-70.141109, -20.202072), (-70.144005, -20.204951), (-70.146108, -20.205233), (-70.14716, -20.205294), (-70.147868, -20.203642), (-70.148276, -20.203844), (-70.147632, -20.205253), (-70.148125, -20.205777), (-70.150292, -20.207025), (-70.151387, -20.207629), (-70.151301, -20.208314), (-70.151516, -20.208596), (-70.151902, -20.210046), (-70.152267, -20.210026), (-70.153468, -20.211053), (-70.154455, -20.210992), (-70.155035, -20.210146), (-70.155528, -20.209301), (-70.156386, -20.20918), (-70.156978, -20.208878), (-70.156708, -20.208314), (-70.155249, -20.208234), (-70.155378, -20.207106), (-70.157009, -20.206904), (-70.157009, -20.206059), (-70.155206, -20.206582), (-70.154992, -20.20626), (-70.157095, -20.205575), (-70.155721, -20.203602), (-70.156622, -20.202877), (-70.15821, -20.205616), (-70.159455, -20.205092), (-70.15688, -20.200742), (-70.157566, -20.199906), (-70.161342, -20.206028), (-70.163574, -20.207316), (-70.161514, -20.210055), (-70.158081, -20.20925), (-70.154648, -20.21231), (-70.157222, -20.213599), (-70.158939, -20.215371), (-70.155849, -20.218432), (-70.150528, -20.225358), (-70.147438, -20.230996), (-70.148983, -20.2347), (-70.153274, -20.234539), (-70.152244, -20.237438), (-70.147953, -20.240176), (-70.142631, -20.244042), (-70.13422, -20.259664), (-70.132675, -20.267876), (-70.133533, -20.272546), (-70.131988, -20.277055), (-70.130443, -20.284784), (-70.13113, -20.287843), (-70.133877, -20.289936), (-70.131817, -20.295411), (-70.136021, -20.296013), (-70.138081, -20.306961), (-70.143574, -20.32821), (-70.151814, -20.332717), (-70.153874, -20.339156), (-70.171726, -20.349457), (-70.17928, -20.353319), (-70.182026, -20.366838), (-70.182026, -20.377781), (-70.1731, -20.386148), (-70.165547, -20.39709), (-70.16074, -20.409961), (-70.16692, -20.424762), (-70.162113, -20.438274), (-70.160054, -20.452429), (-70.161427, -20.470442), (-70.169666, -20.470442), (-70.17104, -20.480091), (-70.1628, -20.483307), (-70.16692, -20.492312), (-70.16692, -20.50003), (-70.17516, -20.505175), (-70.187519, -20.523182), (-70.196446, -20.527041), (-70.201939, -20.539258), (-70.195759, -20.546974), (-70.195072, -20.561118), (-70.192326, -20.575904), (-70.193012, -20.595189), (-70.199192, -20.606115), (-70.199192, -20.625395), (-70.193699, -20.629894), (-70.192326, -20.639533), (-70.184773, -20.644673), (-70.184773, -20.656881), (-70.189579, -20.67487), (-70.189579, -20.691572), (-70.197132, -20.706346), (-70.197819, -20.725613), (-70.186146, -20.733962), (-70.186146, -20.742952), (-70.200566, -20.751299), (-70.196446, -20.762215), (-70.189579, -20.776981), (-70.185502, -20.797461), (-70.189794, -20.798905), (-70.195287, -20.80388), (-70.209535, -20.810299), (-70.203183, -20.81415), (-70.196489, -20.81768), (-70.193227, -20.819766), (-70.190995, -20.819284), (-70.185674, -20.822814), (-70.179151, -20.833082), (-70.179837, -20.834687), (-70.179322, -20.836291), (-70.176432, -20.836035), (-70.171969, -20.838602), (-70.160296, -20.851116), (-70.155146, -20.857211), (-70.155146, -20.861061), (-70.152056, -20.861703), (-70.147593, -20.868119), (-70.144847, -20.87261), (-70.143473, -20.879988), (-70.139353, -20.881913), (-70.13798, -20.887687), (-70.140383, -20.897951), (-70.141413, -20.903082), (-70.13695, -20.903403), (-70.137637, -20.908535), (-70.142443, -20.912062), (-70.141757, -20.917194), (-70.13386, -20.920721), (-70.129397, -20.929059), (-70.12665, -20.936755), (-70.128367, -20.946695), (-70.13695, -20.955993), (-70.143817, -20.961443), (-70.146906, -20.967855), (-70.148966, -20.973305), (-70.15446, -20.974267), (-70.158923, -20.980037), (-70.156176, -20.984525), (-70.157206, -20.991256), (-70.165789, -20.997346), (-70.165103, -21.001193), (-70.170252, -21.008564), (-70.173342, -21.014654), (-70.175402, -21.020102), (-70.177462, -21.02523), (-70.171969, -21.027473), (-70.166133, -21.030998), (-70.166819, -21.034843), (-70.163386, -21.040932), (-70.159953, -21.045417), (-70.15549, -21.053107), (-70.1524, -21.061758), (-70.149996, -21.062399), (-70.14519, -21.067525), (-70.14004, -21.072651), (-70.136264, -21.078097), (-70.1318, -21.078097), (-70.125964, -21.086426), (-70.124247, -21.094114), (-70.123217, -21.102121), (-70.121501, -21.106926), (-70.122187, -21.11173), (-70.128024, -21.116214), (-70.126994, -21.121978), (-70.131114, -21.125501), (-70.134547, -21.130305), (-70.130084, -21.132547), (-70.124934, -21.139271), (-70.116694, -21.146636), (-70.114634, -21.15304), (-70.115321, -21.158163), (-70.111201, -21.161685), (-70.109828, -21.17097), (-70.111201, -21.174491), (-70.108454, -21.175772), (-70.103991, -21.179293), (-70.102618, -21.183135), (-70.097811, -21.187937), (-70.094378, -21.19626), (-70.096095, -21.201701), (-70.094378, -21.206182), (-70.095065, -21.209703), (-70.095065, -21.213544), (-70.091975, -21.216744), (-70.087168, -21.223785), (-70.083048, -21.230826), (-70.081332, -21.240106), (-70.084422, -21.246826), (-70.087512, -21.250666), (-70.087168, -21.256425), (-70.083392, -21.257705), (-70.073779, -21.278821), (-70.073436, -21.2833), (-70.068629, -21.289058), (-70.065882, -21.295456), (-70.066226, -21.305692), (-70.069659, -21.318166), (-70.075839, -21.324882), (-70.079615, -21.326161), (-70.083392, -21.3284), (-70.084765, -21.333197), (-70.088198, -21.336715), (-70.097125, -21.338314), (-70.096095, -21.341831), (-70.097811, -21.345349), (-70.097811, -21.348546), (-70.095065, -21.351744), (-70.093348, -21.356221), (-70.092318, -21.361336), (-70.089572, -21.36933), (-70.086482, -21.372527), (-70.087512, -21.376363), (-70.086825, -21.3802), (-70.083392, -21.383397), (-70.080989, -21.388512), (-70.079272, -21.392667), (-70.077555, -21.397782), (-70.074465, -21.401938), (-70.073779, -21.406732), (-70.070346, -21.410568), (-70.066569, -21.418239), (-70.063822, -21.422074), (-70.058948, -21.43043), (-70.041096, -21.425956), (-70.030109, -21.428513), (-70.019123, -21.432987), (-70.008823, -21.437461), (-69.997837, -21.436822), (-69.988224, -21.433626), (-69.979984, -21.434265), (-69.965565, -21.432348), (-69.953892, -21.427234), (-69.940845, -21.424678), (-69.925052, -21.425956), (-69.914753, -21.429791), (-69.90308, -21.427874), (-69.893467, -21.431709), (-69.881107, -21.435544), (-69.873554, -21.434265), (-69.863941, -21.434904), (-69.872867, -21.12715), (-69.833042, -21.100246), (-70.038349, -20.796289), (-70.060322, -20.683914), (-70.045215, -20.532235), (-70.067875, -20.452479), (-70.087788, -20.33663), (-70.107014, -20.330192), (-70.118, -20.31345), (-70.117313, -20.300571), (-70.110447, -20.285114), (-70.11182, -20.267723), (-70.11388, -20.258061), (-70.10976, -20.244533), (-70.116627, -20.231004), (-70.118, -20.216829), (-70.114567, -20.200719), (-70.112507, -20.157538), (-70.102894, -20.140778), (-70.108387, -20.132397), (-70.108387, -20.127239), (-70.102894, -20.127884), (-70.093967, -20.104028), (-70.093967, -20.089842), (-70.131647, -20.0583)]
2020-05-31;Lampa;[(-70.718653, -33.32485), (-70.783069, -33.180454), (-70.791995, -33.173844), (-70.792338, -33.170971), (-70.799205, -33.169246), (-70.800235, -33.17212), (-70.810535, -33.174706), (-70.822208, -33.17758), (-70.825641, -33.184764), (-70.844524, -33.184189), (-70.843494, -33.189648), (-70.85757, -33.210907), (-70.862033, -33.224981), (-70.869929, -33.231586), (-70.879199, -33.229576), (-70.884692, -33.222683), (-70.886752, -33.216364), (-70.893962, -33.215215), (-70.890872, -33.18304), (-70.906665, -33.181603), (-70.924174, -33.187924), (-70.937221, -33.184476), (-70.945804, -33.175568), (-70.955073, -33.173844), (-70.961597, -33.17758), (-70.97018, -33.177293), (-70.975673, -33.18189), (-70.980479, -33.184764), (-70.987346, -33.183614), (-70.992839, -33.185913), (-70.996959, -33.191085), (-70.996959, -33.199416), (-70.999362, -33.208896), (-71.000049, -33.217513), (-70.995929, -33.229863), (-70.985972, -33.247379), (-70.982883, -33.255992), (-70.977733, -33.262308), (-70.973956, -33.27092), (-70.965716, -33.282114), (-70.964, -33.293307), (-70.966746, -33.297325), (-70.978076, -33.297038), (-70.980136, -33.300768), (-70.987689, -33.305646), (-70.998332, -33.307081), (-71.002795, -33.31368), (-71.003482, -33.322573), (-71.001079, -33.33835), (-70.995929, -33.344947), (-70.989406, -33.346955), (-70.986659, -33.351543), (-70.987346, -33.356992), (-70.980823, -33.361867), (-70.977046, -33.367602), (-70.971896, -33.370756), (-70.966746, -33.376776), (-70.960567, -33.380217), (-70.950022, -33.381829), (-70.932512, -33.381829), (-70.928049, -33.377242), (-70.905733, -33.366347), (-70.897836, -33.369501), (-70.888224, -33.375808), (-70.879898, -33.375952), (-70.877752, -33.375235), (-70.876894, -33.372224), (-70.873976, -33.372439), (-70.871572, -33.374948), (-70.860758, -33.375665), (-70.839783, -33.384941), (-70.839483, -33.385299), (-70.838796, -33.385227), (-70.837852, -33.384905), (-70.837466, -33.384188), (-70.83768, -33.383256), (-70.837251, -33.38254), (-70.836136, -33.382002), (-70.834548, -33.381572), (-70.832831, -33.381285), (-70.832531, -33.380748), (-70.832874, -33.380031), (-70.832745, -33.378884), (-70.83223, -33.377774), (-70.830599, -33.377093), (-70.829526, -33.376376), (-70.829269, -33.374906), (-70.828625, -33.374261), (-70.828282, -33.372828), (-70.827552, -33.371932), (-70.826608, -33.371358), (-70.825407, -33.371358), (-70.82472, -33.371036), (-70.824377, -33.370068), (-70.823862, -33.369638), (-70.822832, -33.366735), (-70.822617, -33.365552), (-70.822059, -33.364907), (-70.821029, -33.363079), (-70.820171, -33.362649), (-70.819184, -33.362757), (-70.81721, -33.361896), (-70.815751, -33.361502), (-70.814463, -33.360427), (-70.812189, -33.359817), (-70.811159, -33.359244), (-70.811202, -33.357918), (-70.81073, -33.357452), (-70.809742, -33.356914), (-70.809142, -33.35591), (-70.808455, -33.355444), (-70.807425, -33.354046), (-70.807254, -33.353473), (-70.805751, -33.352899), (-70.804078, -33.351573), (-70.803726, -33.350507), (-70.802266, -33.348428), (-70.801923, -33.347496), (-70.798919, -33.344986), (-70.798576, -33.342763), (-70.797717, -33.339824), (-70.797803, -33.33882), (-70.792482, -33.341186), (-70.75772, -33.333083), (-70.753643, -33.331003), (-70.753086, -33.332222), (-70.735854, -33.329356), (-70.735441, -33.329903), (-70.718653, -33.32485)]
2020-05-31;Colina;[(-70.792338, -33.170971), (-70.791995, -33.173844), (-70.783069, -33.180454), (-70.718653, -33.32485), (-70.706672, -33.321288), (-70.707573, -33.319029), (-70.695857, -33.31971), (-70.682221, -33.326183), (-70.680258, -33.330109), (-70.671523, -33.329993), (-70.665343, -33.328846), (-70.658134, -33.33028), (-70.649207, -33.336877), (-70.647212, -33.341108), (-70.645688, -33.342434), (-70.6416, -33.343223), (-70.640839, -33.342793), (-70.638908, -33.338885), (-70.622771, -33.340032), (-70.619338, -33.343187), (-70.613158, -33.342327), (-70.609382, -33.339745), (-70.600112, -33.339459), (-70.589738, -33.340577), (-70.583043, -33.320354), (-70.584073, -33.316337), (-70.579953, -33.311029), (-70.570281, -33.297543), (-70.559295, -33.289508), (-70.546935, -33.283768), (-70.536635, -33.26999), (-70.528396, -33.259082), (-70.526336, -33.250469), (-70.516723, -33.241855), (-70.50299, -33.234963), (-70.489257, -33.223476), (-70.477584, -33.215434), (-70.459731, -33.183833), (-70.456298, -33.172914), (-70.440505, -33.153945), (-70.432265, -33.132673), (-70.421966, -33.125197), (-70.408233, -33.122897), (-70.395186, -33.120022), (-70.382827, -33.114846), (-70.372527, -33.105068), (-70.379394, -33.097015), (-70.395186, -33.085798), (-70.394843, -33.07803), (-70.39965, -33.075441), (-70.403083, -33.067386), (-70.409949, -33.064221), (-70.412009, -33.057891), (-70.40377, -33.043502), (-70.406859, -33.038897), (-70.405143, -33.03199), (-70.408233, -33.026233), (-70.432952, -33.017021), (-70.440505, -33.017021), (-70.461791, -33.037171), (-70.466254, -33.044941), (-70.471061, -33.056452), (-70.48136, -33.062494), (-70.485137, -33.074578), (-70.500243, -33.079469), (-70.50505, -33.083496), (-70.51329, -33.084359), (-70.516723, -33.077455), (-70.522902, -33.071701), (-70.532172, -33.046668), (-70.555518, -33.032565), (-70.555862, -33.026521), (-70.552772, -33.019612), (-70.552085, -33.012127), (-70.554145, -33.006369), (-70.557921, -33.001187), (-70.560325, -32.994276), (-70.567534, -32.989956), (-70.575088, -32.986501), (-70.583006, -32.979696), (-70.586417, -32.972245), (-70.595687, -32.96706), (-70.597404, -32.961587), (-70.596717, -32.954962), (-70.59809, -32.948623), (-70.60633, -32.938539), (-70.61354, -32.938251), (-70.616286, -32.943438), (-70.622466, -32.942285), (-70.629332, -32.944014), (-70.634826, -32.942573), (-70.642036, -32.944302), (-70.652008, -32.947165), (-70.661622, -32.948894), (-70.670204, -32.950911), (-70.675011, -32.952927), (-70.680848, -32.952927), (-70.689087, -32.951487), (-70.694924, -32.950335), (-70.70076, -32.952927), (-70.71003, -32.953504), (-70.715866, -32.951775), (-70.724106, -32.962722), (-70.737839, -32.967619), (-70.745049, -32.967619), (-70.750199, -32.969635), (-70.752259, -32.9777), (-70.762558, -32.988643), (-70.758095, -32.998434), (-70.756722, -33.00448), (-70.753632, -33.014845), (-70.755349, -33.022617), (-70.754662, -33.029526), (-70.762215, -33.033843), (-70.764962, -33.039599), (-70.761872, -33.047658), (-70.753632, -33.04996), (-70.744362, -33.058593), (-70.750199, -33.084198), (-70.760842, -33.102031), (-70.751572, -33.118135), (-70.759125, -33.124174), (-70.758782, -33.135099), (-70.756035, -33.140561), (-70.749169, -33.143723), (-70.738869, -33.14861), (-70.735436, -33.15867), (-70.734749, -33.163844), (-70.737496, -33.16758), (-70.744706, -33.169879), (-70.750885, -33.173615), (-70.762558, -33.171603), (-70.776291, -33.170166), (-70.792338, -33.170971)]
2020-05-31;Quilicura;[(-70.680258, -33.330109), (-70.682221, -33.326183), (-70.69295, -33.320912), (-70.695857, -33.31971), (-70.707573, -33.319029), (-70.706672, -33.321288), (-70.735441, -33.329903), (-70.735854, -33.329356), (-70.753086, -33.332222), (-70.753643, -33.331003), (-70.75772, -33.333083), (-70.792482, -33.341186), (-70.797803, -33.33882), (-70.797717, -33.339824), (-70.798576, -33.342763), (-70.798919, -33.344986), (-70.801923, -33.347496), (-70.802266, -33.348428), (-70.803726, -33.350507), (-70.801408, -33.351726), (-70.779264, -33.368358), (-70.771625, -33.37531), (-70.765445, -33.378034), (-70.763557, -33.378607), (-70.757162, -33.383839), (-70.751884, -33.385416), (-70.75094, -33.385524), (-70.75124, -33.386527), (-70.751326, -33.387387), (-70.751026, -33.388139), (-70.750167, -33.388964), (-70.74918, -33.389286), (-70.740468, -33.390039), (-70.737035, -33.393693), (-70.736348, -33.392833), (-70.733344, -33.392403), (-70.732658, -33.391687), (-70.731885, -33.391472), (-70.730941, -33.391615), (-70.729997, -33.392403), (-70.729139, -33.392977), (-70.72828, -33.392762), (-70.728624, -33.391973), (-70.728452, -33.391185), (-70.727336, -33.390433), (-70.72562, -33.39011), (-70.724289, -33.390468), (-70.723517, -33.391758), (-70.722701, -33.392296), (-70.721543, -33.392403), (-70.720084, -33.391579), (-70.717122, -33.389716), (-70.715964, -33.389501), (-70.714934, -33.389859), (-70.712745, -33.39097), (-70.710514, -33.38925), (-70.709612, -33.388928), (-70.709441, -33.388283), (-70.707681, -33.387029), (-70.706179, -33.386957), (-70.705063, -33.387208), (-70.704334, -33.38753), (-70.703561, -33.387602), (-70.699613, -33.385559), (-70.696266, -33.381869), (-70.693584, -33.38089), (-70.700222, -33.36608), (-70.698334, -33.365793), (-70.69475, -33.365793), (-70.689048, -33.366112), (-70.692766, -33.352918), (-70.690424, -33.348249), (-70.688319, -33.347469), (-70.686246, -33.341108), (-70.681449, -33.335967), (-70.680258, -33.330109)]
2020-05-31;Huechuraba;[(-70.680258, -33.330109), (-70.681449, -33.335967), (-70.686246, -33.341108), (-70.688319, -33.347469), (-70.690424, -33.348249), (-70.692766, -33.352918), (-70.689048, -33.366112), (-70.681154, -33.367072), (-70.644244, -33.381102), (-70.640017, -33.383575), (-70.627035, -33.393017), (-70.622207, -33.395292), (-70.609657, -33.403699), (-70.607726, -33.395638), (-70.606267, -33.394025), (-70.605366, -33.392915), (-70.602791, -33.390227), (-70.601718, -33.387683), (-70.60219, -33.384852), (-70.601675, -33.382487), (-70.599873, -33.38152), (-70.59777, -33.379836), (-70.596826, -33.376073), (-70.596697, -33.372632), (-70.595238, -33.370768), (-70.595109, -33.368654), (-70.595238, -33.367041), (-70.595581, -33.365822), (-70.597641, -33.364855), (-70.599529, -33.362991), (-70.596568, -33.361701), (-70.593993, -33.358833), (-70.5882, -33.356575), (-70.586311, -33.354281), (-70.581033, -33.350803), (-70.58476, -33.347747), (-70.588536, -33.346026), (-70.589738, -33.340577), (-70.600112, -33.339459), (-70.609382, -33.339745), (-70.613158, -33.342327), (-70.619338, -33.343187), (-70.622771, -33.340032), (-70.638908, -33.338885), (-70.640839, -33.342793), (-70.6416, -33.343223), (-70.643993, -33.342793), (-70.645688, -33.342434), (-70.647212, -33.341108), (-70.649207, -33.336877), (-70.658134, -33.33028), (-70.665343, -33.328846), (-70.671523, -33.329993), (-70.680258, -33.330109)]
2020-05-31;Conchalí;[(-70.700222, -33.36608), (-70.688813, -33.391562), (-70.681871, -33.402924), (-70.681012, -33.402745), (-70.672215, -33.399628), (-70.672086, -33.399914), (-70.668481, -33.399699), (-70.667709, -33.399484), (-70.668138, -33.399126), (-70.667065, -33.399054), (-70.664104, -33.399054), (-70.663889, -33.399341), (-70.663331, -33.399126), (-70.660971, -33.399448), (-70.66067, -33.400918), (-70.658181, -33.400631), (-70.658299, -33.400093), (-70.65772, -33.397549), (-70.657269, -33.393554), (-70.657183, -33.393124), (-70.657462, -33.388878), (-70.65714, -33.386782), (-70.657827, -33.378468), (-70.656818, -33.376426), (-70.681704, -33.36694), (-70.6843, -33.36642), (-70.69475, -33.365793), (-70.698334, -33.365793), (-70.700222, -33.36608)]
